1765;Boulevard Jean Moulin;CP - US du Centre Hospitalier de Moulins-Yzeure / Centre Pénitentiaire de Moulins-Yzeure;Yzeure
1766;Rue du Chateau;MA - US   MONTLUCON / Maison d'Arrêt de Montluçon;Montluçon
1768;Place du Square;MA - US / Maison d'Arrêt d'Aurillac;Aurillac
1769;Chemin de Saint Joseph;CP - L'US de Valence / Centre pénitentiaire de Valence;Valence
1771;Rue Georges Mandel;CD - US centre de détention de roanne / Centre de détention de Roanne;Roanne
1772;Rue de la Sauvagère;MA - USN 1Maison d'Arrêt de la Talaudière / Maison d'Arrêt de Saint-Etienne-la-Talaudière;La Talaudière
990099164;;Singapour;Singapour
990099165;;Slovaquie;Bratislava
1776;Rue du Rambion;MA - US Corbas / Etablissement spécialisé pour mineurs du Rhône;Meyzieu
1777;Rue du Rambion;EPM - US/SMPR EPM du Rhone / Etablissement spécialisé pour mineursdu Rhône;Meyzieu
1779;R de Belledonne;MA - US Maison d'Arrêt de Chambéry / Maison d'Arrêt de Chambéry;Chambéry
1780;;CP - US AITON / Maison d'Arrêt de Chambéry;CHAMBERY
1773;Boulevard Bertrand de Doue;MA - Unité de Consultations et de Soins Ambulatoires / Maison d'Arrêt du Puy-en-Velay;Le Puy-en-Velay
1782;Rue d?Auxonne;MA - US DIJON / Maison d'Arrêt de Dijon;Dijon
1783;Rue Pergaud;MA - US de la maison d'arrêt de Besançon / Maison d'Arrêt de Besançon;Besançon
1785;Rue Paul Vaillant Couturier;MA - US DE NEVERS / Maison d'Arrêt de Nevers;Nevers
1786;Place Beauchamp;MA - US de Vesoul / Maison d'Arrêt de Vesoul;Vesoul
1787;Route de la Ferte;CP - Varennes le grand / Centre Pénitentiaire de Varennes-le-Grand;Varennes-le-Grand
990099166;;Slovénie;Ljubljana
1789;Avenue Charles de Gaulle;MA - US Auxerre / Maison d'Arrêt d'Auxerre;Auxerre
1778;Rue Lavoisier;CP - VILLEFRANCHE SUR SAONE / Maison d'Arrêt de Villefranche-sur-Saône;Villefranche-sur-Saône
2974;Rue Paul Henri Spaak;Opération éphémère RESTOS DU COEUR;Saint-Thibault-des-Vignes
1790;Rue du Bois Bourgeois;MA - US de Montbéliard / Maison d'Arrêt de Montbéliard;Montbéliard
1791;Rue du Bois Bourgeois;MA - US de Belfort / Maison d'Arrêt de Montbéliard;Montbéliard
1793;Rue Général Paulet;MA - BREST / Maison d'Arrêt de Brest;Brest
1794;Rue Emile Brindejonc;MA - USPN MAISON D'ARRET DE SAINT MALO / Maison d'Arrêt de Saint-Malo;Saint-Malo
1796;Rue du Petit Pré;CP - UCSA  Centre Pénitentiaire des Femmes - Rennes / Centre pénitentiaire de Rennes-Vézin le Coquet;Vezin-le-Coquet
1798;Place de Nazareth;MA - US - MAISON D'ARRET DE VANNES / Maison d'Arrêt de Vannes;Vannes
990099167;;Somalie;Mogadiscio
1800;Route de Brou;CD - Centre de Détention de Chateaudun / Centre de Détention de Châteaudun;Châteaudun
1801;Bel Air;MC - Unité de soins somatiques et psychiatriques de la maison centrale de SAINT-MAUR / Maison Centrale de Saint-Maur;Saint-Maur
1803;Rue Henri Martin;MA - US Tours / Maison d'Arrêt de Tours;Tours
1797;Route de Larmor;CP - US du CHBS au Centre Pénitentiaire de Lorient Ploemeur / Centre Pénitentiaire de Lorient-Ploemeur;Ploemeur
990099168;;Soudan;Khartoum
1804;Rue Marcel Paul;MA - US / Maison d'Arrêt de Blois;Blois
1805;Rue de Montaran;CP - US1 / Centre pénitentiaire d'Orléans Saran;Saran
1806;Boulevard Masseria;MA - US Ajaccio / Maison d'Arrêt d'Ajaccio;Ajaccio
1807;Casabianda;CD - US DE CASABIANDA / Centre de Détention de Casabianda-Aléria;Aléria
1808;Casabianda;CP - US DE BORGO / Centre de Détention de Casabianda-Aléria;Aléria
1809;Place Winston Churchill;MA - US Centre hospitalier de charleville mézières / Maison d'Arrêt de Charleville-Mézières;Charleville-Mézières
1810;Rue Hennequin;CD - US DE VILLENAUXE LA GRANDE / Maison d'Arrêt de Troyes;Troyes
1811;Rue Hennequin;MC - US DE CLAIRVAUX / Maison d'Arrêt de Troyes;Troyes
1812;Rue Hennequin;MA - US de TROYES / Maison d'Arrêt de Troyes;Troyes
1816;Route de Pagney;CD - US du CD d'Ecrouves / Centre de Détention d'Ecrouves;Écrouves
990099169;;Soudan du Sud;Djouba
1817;Route de Pagney;CD - US du CD de TOUL / Centre de Détention d'Ecrouves;Écrouves
1818;Nancy;CP - US Nancy / Centre pénitentiaire de Nancy-Maxéville;Nancy
1819;Place Saint-Pierre;MA - US Bar le Duc / Maison d'Arrêt de Bar-le-Duc;Bar-le-Duc
1820;Rue du Commandant Ménard;CD - US SAINT MIHIEL / Centre de Détention de Montmédy;Montmédy
1821;Rue du Commandant Ménard;CD - US MONTMEDY / Centre de Détention de Montmédy;Montmédy
1822;Rue Victor Hugo;CD - US d'OERMINGEN / Maison d'Arrêt de Sarreguemines;Sarreguemines
1823;Rue Victor Hugo;MA - US DE SARREGUEMINES / Maison d'Arrêt de Sarreguemines;Sarreguemines
990099173;;Suriname;Paramaribo
1788;Avenue Charles de Gaulle;CD - US Joux-la-Ville / Maison d'Arrêt d'Auxerre;Auxerre
1830;Chemin des Epinettes;CP - US / Centre Pénitentiaire de Laon;Laon
1831;Avenue de Soissons;CP - Château-Thierry / Centre Pénitentiaire de Château-Thierry;Château-Thierry
1832;Place de la Paix;CP - US Maison d'arrêt de Sequedin / Centre Pénitentiaire de Lille-Loos-Sequedin;Sequedin
1826;Rue de la 1ère Armée Française;MC - US d'Ensisheim / Maison centrale d'Ensisheim;Ensisheim
1825;Rue Engelmann;MA - STRASBOURG / Maison d'Arrêt de Strasbourg;Strasbourg
1828;Avenue Robert Schuman;MA - USN1 Mulhouse / Maison d'Arrêt de Mulhouse;Mulhouse
990099170;;Sri Lanka;Sri Jayewardenepura-Kotte
1829;Rue Villars;MA - US D'EPINAL / Maison d'Arrêt d'Epinal;Épinal
1841;Rue Leon Droux;CP - US  / Centre Pénitentiaire de Vendin-le-Vieil;Vendin-le-Vieil
1838;Rue de Cuincy;MA - USMP de Douai / Maison d'Arrêt de Douai;Douai
1848;Allée des Thuyas;CP - US  de Fresnes / Centre Pénitentiaire de Fresnes;Fresnes
1827;Rue des Augustins;MA - US de COLMAR / Maison d'Arrêt de Colmar;Colmar
1837;Rue Lomprez;EPM - EPM QUIEVRECHAIN / Maison d'Arrêt de Valenciennes;Valenciennes
1840;Rue Robert Badinter;CP - US2 / Centre Pénitentiaire de Liancourt;Liancourt
990099171;;Suède;Stockholm
1843;Rue des Carabiniers d?Artois;MA - US ARRAS / Maison d'Arrêt d'Arras;Arras
1844;Rue d?Aire;MA - US DE BETHUNE / Maison d'Arrêt de Béthune;Béthune
1845;Chemin du Plateau des Bruyères;CP - US du centre hospitalier de la Région de Saint-Omer / Centre Pénitentiaire de Longuenesse;Longuenesse
1851;Quai de la Courtille;CD - Melun / Centre de Détention de Melun;Melun
1852;Rue de l?Abbaye;MC - USMP de Poissy / Maison Centrale de Poissy;Poissy
1847;Rue de la Santé;CD - US PLS / Prison de la Santé;Paris
1846;Avenue de la Defense Passive;MA - USDSS / Maison d'Arrêt d'Amiens;Amiens
1860;Avenue de la Jalière;EPM - US EPM / Etablissement Spécialisé pour mineurs d'Orvault;Orvault
1858;Avenue Vauban;MA - US Villepinte / Maison d'Arrêt de Villepinte-Seine-Saint-Denis;Villepinte
1865;Boulevard d?Angleterre;MA - US CHD VENDEE / Maison d'Arrêt de La Roche-sur-Yon;La Roche-sur-Yon
990099172;;Suisse;Berne
1867;Rue General Duparge;CP - US de Caen / Maison d'Arrêt de Caen;Caen
1868;Rue General Duparge;MA - US de la maison d'arrêt de Caen / Maison d'Arrêt de Caen;Caen
1854;Avenue de Paris;MA - US MA de Versailles / Maison d'Arrêt de Versailles;Versailles
1855;Avenue de Paris;MA - US MA de Bois d'Arcy / Maison d'Arrêt de Versailles;Versailles
1856;Avenue des Peupliers;MA - US Fleury Mérogis / Maison d'Arrêt de Fleury-Mérogis;Fleury-Mérogis
1857;Avenue de la Commune de Paris;MA - Nanterre / Maison d'Arrêt de Nanterre-Hauts-de-Seine;Nanterre
1859;Chemin de Boissy à Pontoise;MA - US Maison d'Arrêt d'Osny / Maison d'Arrêt d'Osny-Val-d'Oise;Osny
1869;Rue Pierre Semard;MA - UnitéSanitaire de la maison d'arret d'Evreux / Maison d'Arrêt d'Evreux;Évreux
1870;Rue Louis Vastel;MA - US CHPC / Maison d'Arrêt de Cherbourg;Cherbourg-en-Cotentin
1882;Rue Souham;MA - US Tulle / Maison d'Arrêt de Tulle;Tulle
1875;Boulevard de l?Europe;MA - USS et USP / Maison d'Arrêt de Rouen;Rouen
1880;Rue de l?Arc de Triomphe;MA - US de SAINTES / Maison d'Arrêt de Saintes;Saintes
990099174;;Syrie;Damas
990099177;;Tchad;Ndjamena
1873;impasse du Général Giraud;CD - US du Centre Hospitalier d'Argentan  Espace René Cassin/ Centre de Détention d'Argentan;Argentan
1879;Bedenac;CD - US de BÉDENAC / Centre de Détention de Bédenac;Bedenac
1881;Rue du Maréchal Gallieni;MA - US / Maison d'Arrêt de Rochefort;Rochefort
1876;Routot;CP - US / Centre pénitentiaire du Havre;Saint-Aubin-Routot
990099175;;Tadjikistan;Douchanbé
1890;Place Winston Churchill;MA - Unité Sanitaire de niveau 1 / Maison d'Arrêt de Limoges;Limoges
1887;Place Beleyme;CD - US CD de NEUVIC / Maison d'Arrêt de Périgueux;Périgueux
1886;Place Beleyme;MA - US PERIGUEUX / Maison d'Arrêt de Périgueux;Périgueux
1898;Avenue du Général Leclerc;MA - Unité Sanitaire en Milieu Pénitentiaire du CH Carcassonne / Maison d'Arrêt de Carcassonne;Carcassonne
1899;Rue des Routiers;MA - US / Maison d'Arrêt de Rodez / Maison d'Arrêt de Rodez;Druelle Balsac
1901;Route de Seysses;CP - US de la Maison d'Arret Seysses / CHU Toulouse / Centre de Détention de Muret;Muret
1902;Route de Seysses;CD - US du Centre de Détention de Muret / CHU Toulouse / Centre de Détention de Muret;Muret
1903;Route de Saint-Pons;CP - US CENTRE HOSPITALIER DE BEZIERS / Centre Pénitentiaire de Béziers;Béziers
1891;Rue Montaigne;0 - US / Maison d'Arrêt d'Agen;Agen
1894;Rue Viard;MA - USMP de PAU / Maison d'Arrêt de Pau;Pau
1888;Rue du Bourdillat;CP - US de Gradignan / Centre Pénitentiaire Bordeaux-Gradignan;Gradignan
990099176;;Tanzanie;Dodoma
990099178;;Tchéquie;Prague
1893;Rue Charles Floquet;MA - US CH COTE BASQUE / Maison d'Arrêt de Bayonne;Bayonne
1904;Avenue du Moulin de la Jasse;CP - US de Villeneuve Les Maguelone / Centre Pénitentiaire de Villeneuve-les-Maguelone;Villeneuve-lès-Maguelone
1905;Chemin de Séjalan;MA - US / Maison d'Arrêt de Mende;Mende
1906;Rue des Saligues;CP - Hôpitaux de Lannemezan / Centre Pénitentiaire de Lannemezan;Lannemezan
1907;Rue des Saligues;MA - TARBES / Centre Pénitentiaire de Lannemezan;Lannemezan
1910;Chemin des Pescayres;EPM - US EPM LAVAUR / Centre de Détention de Saint-Sulpice-la-Pointe;Saint-Sulpice-la-Pointe
1911;Chemin des Pescayres;CD - US SAINT SULPICE / Centre de Détention de Saint-Sulpice-la-Pointe;Saint-Sulpice-la-Pointe
1912;Avenue Beausoleil;MA - US de Montauban / Maison d'Arrêt de Montauban;Montauban
1913;Montée Saint-Charles;MA - US UF 2760 CH DIGNE / Maison d'Arrêt de Digne-les-Bains;Digne-les-Bains
1914;Place Grenette;MA - US Gap / Maison d'Arrêt de Gap;Gap
1915;Route des Genets;MA - US GRASSE / Maison d'Arrêt de Grasse;Grasse
1916;Rue de la Gendarmerie;MA - Nice / Maison d'Arrêt de Nice;Nice
1917;Impasse du Belier Luynes;CP - LUYNES / Centre Pénitentiaire d'Aix-Luynes;Aix-en-Provence
1918;Salon-de-Provence;CD - US de Salon-de-Provence / Centre de Détention de Salon-de-Provence;Salon-de-Provence
1919;Montée Commandant de Robien;EPM - US US-SMPR-CSAPA Etablissement pénitentiaire pour Mineur de la Valentine / Etablissement spécialisé pour mineurs de Marseille;Marseille
1921;Montée Commandant de Robien;SAS - US SAS / Etablissement spécialisé pour mineurs de Marseille;Marseille
1922;Rue Joseph Seguin;MC - USMP MC Arles / Maison Centrale d'Arles;Arles
1923;Rue Joseph Seguin;CD - USMP CD TARASCON / Maison Centrale d'Arles;Arles
990099179;;Thaïlande;Bangkok
1926;Rue Panisset;CP - US le PONTET AVIGNON / Centre Pénitentiaire d'Avignon-le Pontet;Le Pontet
1927;Boulevard Felix Eboue;" - BASSE TERRE / Maison d'Arrêt de Basse-Terre";Basse-Terre
1815;Rue du Val Barizien;MA - US CHAUMONT / Maison d'Arrêt de Chaumont;Chaumont
1930;Route de la Matourienne;CP - US DU CENTRE PÉNITENTIAIRE DE RÉMIRE-MONTJOLY / Centre Pénitentiaire de Remire-Montjoly;Remire-Montjoly
990099180;;Timor oriental;Dili
1932;Rue de Cayenne;CD - US Centre pénitentiaire du Port / Maison d'Arrêt de Saint-Pierre-de-la-Réunion;Saint-Pierre
1933;Rue de Cayenne;CP - US CP  Saint-Pierre / Maison d'Arrêt de Saint-Pierre-de-la-Réunion;Saint-Pierre
1934;Majicavo Lamir;CP - Majicavo Lamir / Maison d'arrêt de Majicavo Lamir;Koungou
2219;Parc de Beaupuy;"Grand centre LA ROCHE SUR YON (en cours de déclaration) ";Mouilleron-le-Captif
2601;Rue de l’Etang;Centre de vaccination Le Chesnay-Rocquencourt;Le Chesnay-Rocquencourt
990099181;;Togo;Lomé
1892;Rue des Martyrs de la Résistance;CD - Centre de Détention d'Eysses / Centre de Détention d'Eysses-Villeneuve-sur-Lot;Villeneuve-sur-Lot
990099182;;Tonga;Nuku'alofa
1931;Rue de Cayenne;CP - US Saint-Denis / Maison d'Arrêt de Saint-Pierre-de-la-Réunion;Saint-Pierre
2232;Place de l’Hotel de Ville;Grand centre 71N;Chalon-sur-Saône
826;R Arsene Poncet;Centre de vaccination de PASSY - Parvis des Fiz;Passy
2233;Quai Lamartine;Grand centre 71S;Mâcon
2234;Avenue du 44ème Régiment d’Infanterie;Grand centre 39;Lons-le-Saunier
990099183;;Trinité-et-Tobago;Port-d'Espagne (Port of Spain)
2237;;Grand centre 90;Belfort
990099184;;Tunisie;Tunis
990099185;;Turkménistan;Achgabat
990099186;;Turquie;Ankara
990099187;;Tuvalu;Vaiaku
990099188;;Ukraine;Kiev
1367;Rue du Docteur Bonnet;CV éphémère - Lignières;Lignières
990099191;;Vatican;Vatican
990099189;;Uruguay;Montévidéo
2146;;Grand centre - en attente (18);Bourges
990099190;;Vanuatu;Port-Vila
587;Avenue du Général de Gaulle;Les Andelys : salle des fêtes;Les Andelys
990099192;;Vénézuéla;Caracas
990099193;;Vietnam;Hanoï
990099194;;Yémen;Sanaa
990099195;;Zambie;Lusaka
990099196;;Zimbabwé;Hararé
2488;Avenue Maréchal de Lattre de Tassigny;"Pôle militaire de vaccination – Mérignac – Pin Galant ";Mérignac
1781;R Pertuiset;MA - US de la Maison d'Arrêt de Bonneville / Maison d'Arrêt de Bonneville;Bonneville
3177;Avenue Garibaldi;Centre Saint Martial;Limoges
2417;Route de Vétheuil;"Centre de vaccination éphémère de Villers en Arthies ";Villers-en-Arthies
2266;;Très grand centre;evry
2418;Rue du Lac;Equipe mobile Métropôle de Lyon;Lyon
880;Bd Jean Jaures;Centre de vaccination Stade Marcel Picot;Tomblaine
2703;Avenue Eugène Donadei;Centre vaccination CAP 3000;Saint-Laurent-du-Var
2711;Boulevard de France;Evry-préfecture/cité administrative CVAE;Évry-Courcouronnes
2271;Plaine de Sarliève;Grand centre de vaccination de la Grande Halle d'Auvergne;Cournon-d'Auvergne
984;Rue Docteur et Madame Delmas;Clinique Esquirol Saint Hilaire;Agen
2422;;Centre de vaccination - en attente (18);Bourges
172;Route Villeneuve rn 21;CH AGEN;Agen
2423;Centre de secours de Toulon Centre - Avenue de l’Infanterie de Marine;Centre de Vaccination du Groupement OUEST : Vaccin OUEST;Toulon
2424;DN 97 - Quartier les Retraches;Centre de Vaccination du Groupement CENTRE : Vaccin CENTRE;Le Luc
3027;Place du polder;Centre de vaccination - CPTS Littoral en Nord, SPORTICA Gravelines;Gravelines
2427;Rue Anatole France;Ecole maternelle Jean de la Fontaine - Centre de vaccination Châteaudun;Châteaudun
2714;route de langres;DIJON - Toison d'Or - Porte 8;Dijon
2269;Cours Jules Ladoumegue;GRAND CENTRE - BORDEAUX - PARC DES EXPOSITIONS;Bordeaux
873;Place Pierre Meunier;CHENOVE Salle des fêtes;Chenôve
2221;Avenue Boucicaut;CENTRE DE VACCINATION DU GRAND CUBZAGUAIS;Saint-André-de-Cubzac
2428;Rue de l’Horloge;Dpt 35 - Opérations éphémères non rattachées à un CDV;Rennes
2277;pech fourcou;Maison de santé pluridisciplinaire de Salignac-Eyvigues;Salignac-Eyvigues
2702;Allee des Champs Elysees (Courcouronnes);"Evry Agora Centre commercial ";Évry-Courcouronnes
2598;Laffont;Centre de vaccination de l'URPS-ML;Les Abymes
2429;Rue Henri Servain;Dpt 22 - Opérations éphémères non rattachées à un CDV;Saint-Brieuc
2432;;Dpt 56 - Opérations éphémères non rattachées à un CDV;Vannes
2577;;Vaccinobus76;Rouen
2144;Rue d’Armagnac;Equipe mobile de vaccination - opération Gabarret;Gabarret
829;Boulevard de la Palle;"Centre de vaccination de l'Hôpital privé de la Loire ";Saint-Étienne
1813;Boulevard Robespierre;MA - US REIMS / Maison d'Arrêt de Reims;Reims
2581;Rue Commandant Charcot;Centre de vaccination - Hôpital Pierre Garraud HCL;Lyon
1835;Route d?Assevent;CP - MAUBEUGE / Centre Pénitentiaire de Maubeuge;Maubeuge
2718;Place de l’Hôtel de Ville;Equipe mobile Protection civile 92;Nanterre
1065;rue du Grand Verger;Centre de Dampierre;Dampierre
434;Rue de l'Angélique - Bessines;Caisse Primaire d'Assurance Maladie des Deux-Sèvres;NIORT
2709;Rue des Etangs;Centre de vaccination - Base de loisirs Cergy-Neuville;Cergy
2559;Rue Paul Colonna d'Istria;Centre de vaccination itinérant SST2A;Ajaccio
1647;Rue de Beauce;Pôle enfance jeunesse - CV Courville-sur-Eure - Gymnase communal;Courville-sur-Eure
2705;Rue d’Aubrac;"les Ulis centre commercial ";Les Ulis
1376;Rue des Acacias;Centre éphémère de vaccination de Deshaies;Deshaies
2154;Allée d’Aquitaine;Bus Vaccination 92;Nanterre
40;Rue Henri le Guilloux;RENNES - CHU Pontchaillou (réservé PS);Rennes
2444;Rue du Midi;QUETIGNY Espace Montessori;Quetigny
2721;Route de Nimes;Centre de vaccination de Roquemaure;Roquemaure
2206;Chemin des Grandes Vignes;centre de vaccination du SDIS - Bassin de Saint-Maixent-L'Ecole;Nanteuil
2166;Avenue Alsace Lorraine;Centre de vaccination mobile SDIS 01;Bourg-en-Bresse
2723;Avenue de la Résistance;centre de vaccination Saint-Jean du Gard;Saint-Jean-du-Gard
2722;Avenue de la Résistance;centre de vaccination de Saint-Jean du Gard;Saint-Jean-du-Gard
2530;Rue Brochier;UHSI MARSEILLE;Marseille
1770;Le Grand Pré;MA - US MA de Grenoble-Varces / Maison d'Arrêt de Grenoble-Varces;Varces-Allières-et-Risset
2726;Rue Claude Perry;VACCIBUS CHALON;Chalon-sur-Saône
227;Avenue Robert Schuman;Centre de vaccination d'Epinal (CH Emile Durkheim);Épinal
180;Avenue Albert Raimond;CHU DE SAINT-ETIENNE - Hôpital Nord - Nouveaux locaux parking P3;Saint-Priest-en-Jarez
2543;Av Paul Deroulede;UHSA NANCY LAXOU;Laxou
465;Rue de la Côte Legris;Clinique Epernay;Épernay
2724;;centre de vaccination SDIS;Nîmes
1084;Rue Alfred Labbé;Centre Hospitalier Mont Saint Martin (3ème étage);Mont-Saint-Martin
3054;Place de la Mairie;Centre de vaccination éphémère de Jayat - Mairie de Jayat;Jayat
3062;Grand-Rue;Relai ambulatoire de vaccination - Maison de santé de Cruseilles;Cruseilles
3053;Rue de Savoie;Relai ambulatoire de vaccination - Maison médicale du Valromey;Artemare
1085;Avenue de Paris;Lieu de vaccination de Revigny sur Ornain (ancien Netto);Revigny-sur-Ornain
2973;Rue de la Forêt;"EMV Saint-Brice-Sous-Forêt ";Saint-Brice-sous-Forêt
3066;Rue des Tournelles;Centre éphémère de Brie-Comte-Robert;Brie-Comte-Robert
468;Rue Normandie Niemen;Centre Vaccination - COSEC Rethel;Rethel
907;impasse Léo Lagrange;Centre de vaccination - René Tys (entrée parking René Thys);Reims
1286;Chemin du Mont;Lieu de vaccination de SPINCOURT - MSP;Spincourt
89;Rue Joseph Cugnot;Nancy - Tour Marcel Brot;Nancy
1596;Impasse du Parc;Centre de vaccination de Sainte Foy-l'Argentière- salle du club;Sainte-Foy-l'Argentière
1424;Rue Jean de la Fontaine;Le Neubourg - salle du haut phare;Le Neubourg
3034;Place de l’Etale;Relai ambulatoire de vaccination - Maison de santé de Cran Gevrier;Cran-Gevrier
3210;Rue du Puits;Centre de vaccination Covid-19 de Doubs;Doubs
1426;avenue de Cayenne;SETE CENTRE DE VACCINATION ASTRA ZENECA;Sète
2556;Rue des Glacières;Centre Les Haras;Strasbourg
1229;Avenue Schuman;Centre de vaccination de Lingolshein;Lingolsheim
1226;Rue de Cosswiller;"Centre de vaccination de Wasselonne ";Wasselonne
1522;Rue Jeanne d'Arc;Centre de vaccination de Montmirail- Salle de la halle aux veaux;Montmirail
715;Chemin Notre-Dame;Centre de vaccination d'Albigny sur Saone - Centre Hospitalier gériatrique du Mont d'Or - Pavillon Violette;Albigny-sur-Saône
3068;Boulevard Georges Clémenceau;centre de vaccination COVID19 SOSM La providence;Sens
1158;Rue des Brandes;Centre de vaccination des Combrailles - Maison de santé de St Eloy Les Mines;Saint-Éloy-les-Mines
1509;Place de l’Hôpital;Centre de Vaccination  Internationale des HUS;Strasbourg
3213;rue de l'Esplanade - Salle polyvalente du Tremplin;Centre de vaccination St-Ambroix Tremplin;Saint-Ambroix
2130;Che du Picolet;Centre de vaccination COVID Ad Hoc de La Motte Servolex;La Motte-Servolex
2615;Rue des Gomenoles;"Centre de vaccination Covid-19  Salle des fêtes ""les Goménolés"" Plaine des Palmistes";La Plaine-des-Palmistes
3209;Allée Bellevue;Centre de Romainville Croix-Rouge;Romainville
2218;bd de la Résistance et de la Déportation;Centre de Vaccination - ANGERS- Hotel de Ville;Angers
3069;Avenue Coullemont;"Relais Ambulatoire de Vaccination CMES Aulnay sous Bois ";Aulnay-sous-Bois
2971;Avenue de Bellande;Relai ambulatoire d'Aubenas (dans les locaux MMG);Aubenas
193;Rue des Dragons;Centre de vaccination du pays de Saverne;Saverne
3214;Place l’Eglise;Centre vaccination pédiatrique Saint Jeannet;Saint-Jeannet
1594;Rue Brennus Delaitre;MSP SAINT-GERMAINMONT;Saint-Germainmont
3221;Rue de Meslin;Centre de vaccination - Commune LAGNY-LE-SEC;Lagny-le-Sec
1473;Rue Saint Fiacre;GHEF-Site CH Meaux;Meaux
2644;Rue Claires Fontaines;Centre de vaccination éphémère de Saint-Vulbas - Centre International de Rencontres (CIR), salle polyvalente;Saint-Vulbas
1478;Rue Cabanis;GHU Paris - Site Sainte Anne;Paris
3056;Rue du Collège;Relai ambulatoire de vaccination - MSP DU GUIERS;Saint-Genix-les-Villages
2415;Rue des Sports;Centre de vaccination de Rohrbach-lès-Bitche - Salle polyvalente Robert Schuman;Rohrbach-lès-Bitche
1430;Avenue Napoleon III;Clinisud;Ajaccio
3212;Rue François Vittori;Centre de vaccination pédiatrique du centre de santé de Bastia;Bastia
1463;Rue Paul Courboulay;Centre départemental de vaccination - SDIS;Le Mans
143;Rue de la Marne;CH LIBOURNE;Libourne
996;Cours Mal de Lattre de Tassigny;CENTRE DE SANTE POLYVALENT DE LESPARRE;Lesparre-Médoc
1496;Rue de la Berchère;Nuits Saint Georges - Maison de Nuits;Nuits-Saint-Georges
2042;;Cour Cheverny centre éphémère;Cour-Cheverny
1156;Rue de l'Avant-garde;CHI de Pompey;Pompey
3057;Place du 8 Mai 1945;"Relai ambulatoire de vaccination - MSP Gonesse ";Gonesse
1023;avenue Gaston de Fontmichel;MSP de Saint Vallier de Thiey;Saint-Vallier-de-Thiey
2260;Rue Centrale;Centre de vaccination de Beauvallon - Salle Van Gogh;Beauvallon
3043;Rue du Docteur Koharian;Relai ambulatoire de vaccination - Maison de santé Valence Europe;Valence
2643;salle Guy HALLET, rue de la croix CORDIER;Centre de vaccination - Tinqueux - Ligne(s) SDIS 51;Tinqueux
2590;Place des fêtes;Centre de vaccination de Talange;Talange
1330;Rue de l’Hopital;Hôpitaux du Mont-Blanc - Institut de formation des aides-soignants;Sallanches
1356;Rue Porte Madeleine;Dispensaire Porte Madeleine - réservé aux professionnels de santé;Orléans
1350;Boulevard Gambetta;Equipe Mobile Résidences Autonomie et Territoire Seine-Maritime;Rouen
747;19 Rue René Payot;Centre de vaccination de Morteau;Morteau
212;Rue Vaucanson;Centre de vaccination départemental - Dispensaire Emile Roux;Clermont-Ferrand
2455;Rue de Montmorency;Centre de vaccination ambulatoire de Montmagny;Montmagny
3217;Avenue du Chaperon Vert;Centre de vaccination pédiatrique d'Arcueil;Arcueil
3045;Chemin Gaston Reynaud;Relai ambulatoire de vaccination - Centre de Santé Polyvalent Rose des Vents;Valence
1656;Rue André Leymarios;Centre de vaccination Salle Jacques Redoin de Morée;Morée
3058;Avenue Olympique;Relai ambulatoire de vaccination - Cabinet Médical MEDIVAL;Val-d'Isère
78;Route de Paris;Centre de vaccination de Bourg-en-Bresse;Viriat
3031;Rue Molière;"Relai ambulatoire vaccination -centre sante polyvalent François Héritier ";Veauche
237;rue du Bon Pasteur;CENTRE HOSPITALIER D'ARDECHE NORD (Professionnels de santé uniquement);Annonay
660;Avenue Charles de Gaulle;Centre de vaccination d'Aurillac - Centre médico-chirurgical de Tronquières - ELSAN;Aurillac
1357;Rue des Bourgoins;CH Agglomération Montargoise  - réservé aux professionnels de santé en activité;Amilly
1358;Avenue Jean Villejean;CH de Gien - réservé aux professionnels de santé;Gien
1359;Avenue de Vendôme;CH de Beaugency - réservé aux professionnels en exercice;Beaugency
672;Boulevard Docteur Ricard;Maison des Associations et du  Bénévolat (MAB);La Mure
692;Boulevard Garibaldi;Centre de vaccination de l'Hôpital Nord-Ouest-Villefranche - Hôpital de Tarare;Tarare
997;Cours du Maréchal Gallieni;CENTRE DE SANTE MUTUALISTE GALLIENI;Bordeaux
1361;Place du Champ de Foire;CV éphémère - Dun-sur-Auron;Dun-sur-Auron
3063;Avenue Maréchal de Lattre de Tassigny;CENTRE DE VACCINATION -  MAIRIE - MERIGNAC;Mérignac
1696;Rue des Herbages de Sèze;Centre de Vaccination Limeil La Boite à Clous;Limeil-Brévannes
743;Bd du Chevran;Médipôle de Cluses;Cluses
1365;" les Bains";CMN ST-FEYRE;Sainte-Feyre
768;Chemin du Loup;Centre Hospitalier St Julien en Genevois;Saint-Julien-en-Genevois
725;Rue Martinière;Centre de vaccination de l'Hôpital de Belleville;Belleville-en-Beaujolais
697;Rue du Nantet - Centre Hospitalier;Centre de vaccination COVID - Bourg Saint Maurice;Bourg-Saint-Maurice
2565;Avenue du Général Leclerc;COURTHEZON / CENTRE DE VACCINATION COVID-19;Courthézon
3070;Place de la Pourette;Centre de vaccination du territoire de la Haute Vallée;Valgorge
3220;Rue Gambetta;Centre de vaccination pédiatrique de St Maur des Fossés;Sucy-en-Brie
797;Route de Veyziat;Centre de vaccination du CH d'Oyonnax - Centre hospitalier du Haut Bugey;Oyonnax
